source,author,work,workLabel,edition,placeOfProduction,yearOfPublication,langCode
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/1204478,"Novelas amorosas, y exemplares [Barcelona, 1646]",,"Barcelona, Gabriel Nogués, 1646",1646,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/1204481,"Parte segunda del sarao, y entretenimiento honesto [Barcelona, 1649]",,"En Barcelona, en la emprenta administrada por Sebastian de Cormellas mercader y a su costa, 1649",1649,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/1204484,"S'auenturer en perdant : il nouuelle [París, 1656]",,"A Paris, chez Guillaume de Luynes, libraire Iuré, au Palais, dans la Salle des Merciers, à la Iustice, 1656",1656,fr
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/3177,La traición en la amistad [Fragmentos],,Unknown,Unknown,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/3181,La traición en la amistad,,Unknown,Unknown,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/37115,"La traición en la amistad : comedia famosa. Inc.: Vi, como digo, a Liseo... Exp.: para que su casa sepa",,Unknown,Unknown,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/682385,La traición en la amistad : comedia famosa,,Unknown,Unknown,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/1223896,"Poema de María de Zayas en los preliminares del ""Orfeo en lengua castellana"" de Juan Pérez de Montalbán",,Unknown,Unknown,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/1223920,"Décima de María de Zayas en los Preliminares de ""El adonis"" de Antonio del Castillo Larzával",,Unknown,Unknown,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/1223923,"Versos de María de Zayas en ""Lágrimas panegíricas a la temprana muerte del gran poeta y teólogo insigne, don Juan Pérez de Montalbán... Lloradas y vertidas por los más ilustres ingenios de España. Recogidas y publicadas por la estudiosa diligencia del licenciado don Pedro Grande de Tena...""",,Unknown,Unknown,es
BVMC,María de Zayas,https://data.cervantesvirtual.com/work/1204475,"Primera y segunda parte de las novelas amorosas, y exemplares de Doña Maria de Zayas y Sotomayor, natural de Madrid [Barcelona, 1705]",,"Barcelona, en la Impre[n]ta de Ioseph Texidò, a su costa, vendese en su casa en la calle de S. Domingo, 1705",1705,Unknown
