source,author,authorLabel,work,workLabel,edition,placeOfProduction,yearOfPublication,langCode
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb393367453#Expression,"Des Veruehmten Bitters Don Quixote von Mancha,... von Miguel Cervantes Saavedra..., Zwente auflage",,Leipzig,1753,http://id.loc.gov/vocabulary/iso639-2/ger
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213204k#Expression,"Galatea, el Viaje al Parnáso y obras dramáticas de Miguel de Cervántes Saavedra",,Paris,1841,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39930784k#Expression,Don Quijote de la Mancha,,Barcelona,2005,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921345h#Expression,Miguel Cervantès. L'Ingénieux hidalgo Don Quichotte de la Manche,,"Paris, Éditions Hier et aujourd'hui. - (Bagneux, impr. de Dhuiège)",1947,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39204321q#Expression,La petite Gitane,,Paris,2004,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132811#Expression,"Viage del Parnaso, compuesto por Miguel de Cervántes Saavedra...",,Madrid,1614,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213356#Expression,Cervantès. Don Quichotte de la Manche dessiné et raconté par Joseph Girard,,(S. l.,1912,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132784#Expression,"The diverting Works of the famous Miguel de Cervantes,... now first translated from the Spanish, with an introduction by the author of the ""London Spy"" (E. Ward). The 2nd edition",,London,1709,http://id.loc.gov/vocabulary/iso639-2/eng
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb36999032d#Expression,Don Quichotte : le célèbre roman de Cervantès,,Steenvoorde,1998,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213079x#Expression,"Histoire de l'admirable Don Quichotte de la Manche, traduite de l'espagnol de Michel de Cervantès par Filleau de Saint-Martin, précédée de la vie de Michel de Cervantès et ornée de 10 sujets dessinés par Charlet",,Paris,1830,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35137284z#Expression,L'Ingénieux hidalgo Don Quichotte de la Mancha,,[Paris]. - [Bruges],1971,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb38694803k#Expression,"Rinconete y Cortadillo, novela ejemplar... reimprimela la Real Academia Sevillana de buenas letras, como homenaje al Principe de los ingenios españoles, en el tercer centenario de la publicacion del Quijote",,Sevilla,1905,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb44214461v#Expression,L'ingeniós gentilhòme Dòn Quichòt de la Mancha,,Puylaurens,2014,http://id.loc.gov/vocabulary/iso639-2/oci
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212962f#Expression,"El Ingenioso hidalgo Don Quixote de la Mancha, compuesto por Miguel de Cervántes Saavedra...",,En Madrid,1608,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb36563300v#Expression,Le Voyage au Parnasse,,Paris,1864,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb38852565b#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb456254587#Expression,El ingenioso hidalgo Don Quijote de la Mancha,,Madrid,2015,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213031x#Expression,"El Cautivo, por Cervántes, historia tomada del ""Quijote"". Traduccion francesa, por J. Merson, con el original español y notas...",,Paris,1864,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213148x#Expression,Histoire de Don Quichotte racontée à la jeunesse,,Paris,1844,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213256t#Expression,"Cervantès. Le Licencié Vidriera, nouvelle traduite en français, avec une préface et des notes, par R. Fouché-Delbosc",,Paris,1892,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb316424108#Expression,"De Voornaamste gevallen van den wonderlyken Don Quichot, door... Picart den Romein en andere... meesters in XXXI kunstplaaten na de... schilderyen van Coypel in't koper gebragt. Beschreeven op een'vryen en vrolyken trant door Jacob Campo Weyerman, en door den zelfden met Gedichten ter verklaring van iedere kunstprint, en het Leeven van M. de Cervantes Saavedra verrykt, alles volgens het oirspronklyk Spaansch",,In's Hage,1746,http://id.loc.gov/vocabulary/iso639-2/dut
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213414#Expression,Michel Cervantès. Les Aventures de Don Quichotte de la Manche,,"Mayenne, impr. Floch. - Paris, Gründ",1938,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb357357032#Expression,Don Quichotte I : l'ingénieux hidalgo de la Manche,,Paris,1994,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb349173664#Expression,Los Trabajos de Persiles y Sigismunda,,Madrid,1985,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb416312858#Expression,"Histoire de l'admirable Don Quichotte de la Manche,...",,A La Haye,1773,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31529805w#Expression,Den Verstandigen vromen ridder Don Quichot de la Mancha... Overgezet door L. V. B. ... Op nieuw overzien... door G. V. B. [G. Van Broekhuyzen]...,,Amsterdam,1707,http://id.loc.gov/vocabulary/iso639-2/dut
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921354g#Expression,Cinco novelas ejemplares,,Strasbourg,[s. d.],http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34611362s#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche,,Genève. - puis [La Seyne-sur-Mer],1973/1977,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213029c#Expression,"El Quijote de la juventud, extracto de la célebre obra de Cervántes por Domingo López Sarmiento",,Paris,1887,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319212290#Expression,Histoire de l'admirable Don Quichotte de la Manche... [Traduit par Filleau de Saint Martin.] 3e édition,,"Lyon, T. Amaulry",1696,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921291d#Expression,"The Life and Achievements of Don Quixote de la Mancha, translated from the Spanish of Miguel de Cervantes Saavedra by Motteux",,"London, G. Newnes",1902,http://id.loc.gov/vocabulary/iso639-2/eng
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39336741q#Expression,"L'Histoire de l'ingénieux et redoutable chevalier, Don Quixote de la Manche, composée en espagnol par Miguel de Cervantes Saavedra et traduite fidèlement en nostre langue par F. de Rosset, T. II [2ème partie]",,Rouen,1646,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39774294z#Expression,Novelas ejemplares,,Buenos Aires,1938/1939,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb388923737#Expression,El celoso extremeño : novelas ejemplares,,[Paris],2002,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb388923737#Expression,El celoso extremeño : novelas ejemplares,,[Paris],2002,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb416313021#Expression,Don Quichotte [par Cervantès] Ses plus belles aventures,,Paris,[s.d.],http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212996r#Expression,El ingenioso hidalgo Don Quijote de la Mancha,,Madrid,1833/1839,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb45784966d#Expression,Entremeses,,Gages-Montrozier,2018,http://id.loc.gov/vocabulary/iso639-2/oci
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb355218254#Expression,"Le siège de Numance : [Avignon, Cloître des Carmes, 11 juillet 1992]",,[Arles]. - Paris,1992,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb349264442#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche,,[Paris],1988,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb399183991#Expression,El ingenioso hidalgo Don Quijote de la Mancha,,Barcelona,2004,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921235x#Expression,Histoire de l'admirable Don Quichotte de la Manche,,Paris,1903,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb36060611r#Expression,Les nouvelles Tome premier,,Paris,1678,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb41621395n#Expression,Don Quichotte de la Manche...,,Paris,1951,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212995d#Expression,"El Ingenioso hidalgo Don Quijote de la Mancha, compuesto por Miguel de Cervántes Saavedra. Edicion en miniatura enteramente conforme a la ultima corregida y publicada por la real Academia española. (Publicalo D. Joaquim Maria de Ferrer.)",,Paris,1832,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb37509749n#Expression,Galetea,,Alcalá de Henares,1994,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34631761z#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche,,[Paris],1980,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213201j#Expression,"Tercera parte de la Galatea, dividida en seys libros, compuesta por Miguel de Cervántes...",,Valladolid,1617,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921295s#Expression,Miguel de Cervantès. Don Chisciotte di a Mancia. Traduzione di U. Pittore,,Aiacciu,1925,http://id.loc.gov/vocabulary/iso639-2/roa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb349207077#Expression,Entremeses,,Madrid,1981,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945602k#Expression,Miguel de Cervantes Saavedra. El Casamiento enganoso y el Coloquio de los perros,,Lérida,1964,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302129675#Expression,"Parte primera y segunda del Ingenioso hidalgo D. Quixote de la Mancha, compuesta por Miguel de Cervántes Saavedra...",,Madrid,1662,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921180g#Expression,"El Casamiento engañoso y el Colloquio de los perros, novelas ejemplares de Miguel de Cervantes Saavedra. Edición crítica... por Agustin G. de Amezúa y Mayo...",,"Madrid, Bailly-Baillière",1912,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb37387358b#Expression,El ingenioso hidalgo Don Quijote de la Mancha,,Madrid,1992,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302130777#Expression,Histoire de Don Quichotte de la Manche,,Paris,1826,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319139234#Expression,Cervantes,,Paris,1936,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945629m#Expression,Cervantès. L'Ingénieux hidalgo Don Quichotte de la Manche,,Paris,1969,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb411938953#Expression,Don Quichotte,,Paris,2008,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921196v#Expression,Miguel de Cervantès Saavedra. La Bohémienne de Madrid,,"Paris, Éditions du Moustié (impr. de A. et P. Jarach)",1948,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb38694773g#Expression,"Entremeses... anotados por Adolfo Bonilla y San Martin, publicalos la Asociacion de la Libreria de España",,Madrid,1916,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb41631292j#Expression,Don Quichotte de la Manche,,Genève,1949,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213211v#Expression,Novelas exemplares de Miguel de Cervántes Saavedra...,,Sevilla,1664,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35412391d#Expression,La entretenida,,Barcelona,1988,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212981q#Expression,"Vida y hechos del ingenioso caballero Don Quijote de la Mancha compuesta por Miguel de Cervantes Saavedra. Nueva edicion... corregida é ilustrada con quarenta y quatro estampas, añadida la vida de su autor, escrita por Don Gregorio Mayáns y Siscár,...",,Madrid,1777/1778,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921289v#Expression,The History of Don Quixote,,"London, Cassell, Petter and Galpin","(s. d.). In-4°, XXVIII-738 p., fig., pl. [Don 344241] -XcR- .1944.",http://id.loc.gov/vocabulary/iso639-2/eng
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb329456346#Expression,"El Ingenioso hidalgo Don Quijote de la Mancha, extraits... recueillis et munis d'une introduction... par Camille Pitollet,...",,Paris,1954,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb445876973#Expression,The history of Don Quixote,,London. - Paris,1880,http://id.loc.gov/vocabulary/iso639-2/eng
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213213j#Expression,"Novelas exemplares de Miguel de Cervántes. Añadido un indice de libros de novelas, patrañas, cuentos, historias y casos trágicos... hecho por un curioso",,Madrid,1732,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921192g#Expression,Cervantes. Drei Zwischenspiele,,"Halle a. S., M. Niemeyer (Druck von Karras, Kröber und Nietschmann)",1926,http://id.loc.gov/vocabulary/iso639-2/ger
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35132140v#Expression,Don Chisciotte,,Campobassano,1989,http://id.loc.gov/vocabulary/iso639-2/ita
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921172v#Expression,Oeuvres choisies,,Paris,1920,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921319z#Expression,Don Quichotte par Michel de Cervantès. Illustrations de Clérice frères. Première partie [-Deuxième partie],,Paris,1933,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213774#Expression,"Rinconete y Cortadillo, nota preliminar de Jorge Rubió y Balaguer, litografías de Francisco Domingo",,"Barcelona, Editorial Seix Barral",1947,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb339881544#Expression,Histoire de l'admirable don Quichotte de la Manche,,Paris,1754,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213565#Expression,"[Novelas exemplares, de Miguel Cervantès Saavedra. 3e édition.]",,"(Pamplona, por N. de Assiayn",1614,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb44445528h#Expression,La fuerza de la sangre,,Levallois-Perret,2015,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213063j#Expression,"Histoire de l'admirable Don Quichotte de la Manche, traduite de l'espagnol de Michel de Cervantès (par Filleau de Saint-Martin). - Continuation de l'histoire de l'admirable Don Quichotte de la Manche... (traduite par G. de Chasles.)",,Paris,1754,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213208z#Expression,Novelas exemplares de Miguel de Cervántes Saavedra...,,Sevilla,1641,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35396456m#Expression,La bohémienne de Madrid,,Castelnau-le-Lez,1991,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb46967787m#Expression,L'ingénieux Hidalgo Don Quichotte [Tome 1] : illustré,,[Paris],2022,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945603x#Expression,Cervantes. La Galatea...,,Madrid,1961,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb356967308#Expression,Intermèdes,,Paris,1961,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921270f#Expression,Don Quichotte de la Manche,,"Genève, G. Cramer. - Paris, Imprimatur. - (Paris, impr. de Coulouma)",1948,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212965g#Expression,"El Ingenioso hidalgo Don Quixote de la Mancha, compuesto por Miguel de Cervántes Saavedra...",,Brucelas,1617,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132424#Expression,"Les Nouvelles de Miguel de Cervantès Saavedra, traduites par Louis Viardot. Nouvelle édition",,Paris,1858,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30165757w#Expression,Histoire de Don Quichotte de la Manche...,,Paris,1845,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213003p#Expression,"El Ingenioso hidalgo Don Quijote de la Mancha, compuesto por Miguel de Cervántes Saavedra, con la vida de Cervantes por D. M. F. de Navarrete",,Paris,1876,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319211856#Expression,"Le Jaloux estrémadurien [El Celoso extremeño] des ""Nouvelles exemplaires"" de Miguel de Cervantes. Édition illustrée d'eaux-fortes et d'ornements typographiques [et suivie d'un Post scriptum de l'artiste] par André Lambert. Préface de Paul Guinard. Présentation des éditions espagnole et anglaise par A. R. Moñino et Walter Starkie",,"Valencia del Cid, Editorial Castalia",1945,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb416312889#Expression,Miguel de Cervantès Saavedra. Don Quichotte de la Manche,,[Paris],[s.d.],http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb41631289n#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche,,Paris,1972,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb434862158#Expression,Les aventures de Don Quichotte : le chevalier errant,,Saint-Lambert,2010,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb41631307r#Expression,Cervantès. Le truand béatifié,,Paris,1907,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132544#Expression,"Historia del valeroso Ricardo y la hermosa Isabela, llamada la Española inglesa, en la qual se cuenta el robo de Isabela, su crianza en Inglaterra, los amores de Ricardo, y cautiverio de este, y venida á España, con los demas sucesos de esta historia, sacada de las obras de Miguel de Cervantes",,En Cordoba,(s. d.),http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921225m#Expression,"El Ingenioso hidalgo Don Quijote de la Mancha, compuesto por Miguel de Cervantes Saavedra, y anotado por... Rufo Mendizabal,... 3a edición",,"Madrid, Editorial Razón y fe",1954,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb374272418#Expression,La Galatea,,Madrid,1993,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb42665758g#Expression,Don Quijote de la Mancha : romances y músicas,,[Paris],2012,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921271s#Expression,Don Quichotte de la Manche,,"Genève, G. Cramer. - Paris, Imprimatur éditeur. - (Paris, impr. de Coulouma)",1950,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35104146s#Expression,El Ingenioso hidalgo Don Quijote de la Mancha,,Madrid,1990,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb357703774#Expression,La destruición de Numancia,,Madrid,1995,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302130479#Expression,"Le valeureux Don Quixote de la Manche, ou l'Histoire de ses grands exploicts d'armes, fidèles amours et adventures estranges... Traduit fidèlement de l'espagnol de Michel de Cervantes... par César Oudin,... 3e édition revue et corrigée",,Paris,1620,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,http://www.wikidata.org/entity/Q5682,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30782218b#Expression,Histoire de Don Quichotte de la Manche...,,Paris,1845,http://id.loc.gov/vocabulary/iso639-2/fre
